date,pnl,trade_size,leverage,win_rate
2018-02-01,-296.2161627678853,1301.0607628543426,2.954877337980626,0.49
2018-02-02,-9964.62963122251,1010.1701225390212,2.105640853044043,0.32
2018-02-03,2161.9517008914804,1274.5597001089618,2.935798761759216,0.555
2018-02-04,-8980.269221847688,995.5832760493385,2.095029412616814,0.31
2018-02-05,-13336.375612760776,982.3292719723306,2.048784925852246,0.275
2018-02-06,-12933.38326847024,998.3566702484048,1.9025461810879052,0.265
2018-02-07,-2243.9089828113297,1300.991765356453,3.003168647370988,0.45
2018-02-08,676.767996968938,1295.5458427465658,3.0389457998178044,0.505
2018-02-09,-1232.527717864831,1297.6581929798042,3.0694820032982335,0.505
2018-02-10,11767.988886342131,1610.2323462293746,4.027192876716426,0.7
2018-02-11,1134.1815305236855,1315.4577246668434,2.9699630966021635,0.52
2018-02-12,-1291.4894087822138,1304.1490724122514,2.950401673158695,0.455
2018-02-13,1686.6066209711482,1296.037377592363,2.9424056542682786,0.55
2018-02-14,19105.606469082853,1901.0608501219037,5.140433546270434,0.8
2018-02-15,17735.62502923032,1893.4501318464927,4.915757948590907,0.85
2018-02-16,19289.968430421603,1895.7436605122336,4.991649768353007,0.85
2018-02-17,21378.977201469188,1886.578045997382,4.9640769821131725,0.845
2018-02-18,20977.724368950338,1898.2576551893355,5.092286383169266,0.875
2018-02-19,23255.933681392245,1873.6050652573028,4.969085477737028,0.895
2018-02-20,20125.39426064786,1913.8658635122865,5.054821530189838,0.815
2018-02-21,8278.34353162033,1585.1113446719287,3.9103421299074874,0.625
2018-02-22,-1993.5086368188756,1311.0738431476616,2.920233886148817,0.46
2018-02-23,870.8963592675354,1331.6904475385702,2.901106593405538,0.5
2018-02-24,-309.8473733938564,1286.392670574327,3.0132106129602096,0.505
2018-02-25,-1006.9440232216964,1313.3951824388648,2.9605025943939234,0.445
2018-02-26,268.50898934531716,1276.5133621917043,2.9804391900461655,0.48
2018-02-27,80.04424272414107,1291.6485877666405,3.0040393899091664,0.54
2018-02-28,944.8838441161743,1283.9475895100886,2.9815316692917753,0.555
2018-03-01,-2189.590501278093,1283.5512507048597,2.9551822788031346,0.45
2018-03-02,9272.47895330952,1613.7053248533352,4.046627590730961,0.69
2018-03-03,19486.50035168631,1900.3803466286454,4.914692678804789,0.825
2018-03-04,572.7203453730897,1335.3988207502748,3.0926952692230856,0.49
2018-03-05,20948.626865742375,1917.570941096288,5.040425338171844,0.86
2018-03-06,22435.90269157084,1886.9860968348664,4.960417391059647,0.86
2018-03-07,-1588.778374073441,1298.5790776252613,3.0391802872322966,0.46
2018-03-08,-27.963615822499094,1306.2984470723388,2.9306915921646843,0.49
2018-03-09,-2488.2910456056507,1292.3720650329444,2.9388861549369274,0.465
2018-03-10,2171.7469394950754,1322.1182103225772,3.0569691316701038,0.51
2018-03-11,-647.4536608894383,1310.8786828027035,2.82414992795453,0.47
2018-03-12,131.60726627140104,1282.1287886018772,3.0522463196394445,0.495
2018-03-13,466.5144441306077,1273.9634484930764,3.0126792465975525,0.52
2018-03-14,-2253.740519489165,1305.4082831804935,3.0296096643630195,0.47
2018-03-15,-247.31642088067454,1310.8368979550858,3.1031484917847076,0.495
2018-03-16,2553.6089825258796,1301.6692247261956,3.081776978788864,0.56
2018-03-17,1252.0878072357393,1294.9010407317505,2.9018587508930467,0.545
2018-03-18,-698.597404114893,1274.5730379786637,3.051344860245156,0.455
2018-03-19,-930.0751752101796,1293.5488189299438,3.0384620446883686,0.48
2018-03-20,-731.038588532499,1289.660428203148,2.991758167232167,0.49
2018-03-21,-1792.5382732111727,1300.5338804159446,2.922852256908746,0.495
2018-03-22,1032.022424607223,1293.3589855300952,3.0938175268464274,0.56
2018-03-23,172.18553481493575,1293.4622831031004,3.1204288750431055,0.505
2018-03-24,-563.7165021812077,1285.685169193312,2.954827191273269,0.485
2018-03-25,-1363.5963611463924,1290.5371603460915,2.9943633521520585,0.495
2018-03-26,-2295.9369802745587,1307.6348478364039,2.958551035223995,0.42
2018-03-27,-9689.582412551694,1000.8861297016365,2.033746076469874,0.32
2018-03-28,-11397.624693105608,999.2083690713052,2.0163698614564343,0.24
2018-03-29,-10440.609033024515,1039.8620361337782,2.0206045529527357,0.32
2018-03-30,-12750.127108026703,978.867479331966,2.0041731792624096,0.26
2018-03-31,-12317.554342391122,1013.4068301759727,2.0722950614085196,0.28
2018-04-01,-10548.974760811096,1025.061698673286,2.055620166861818,0.3
2018-04-02,-11622.921782511272,996.3165956514675,1.9967218241856484,0.285
2018-04-03,-9698.757503411243,1011.9074702212556,1.9695840632385144,0.28
2018-04-04,-7259.861131965048,1016.6822629708082,2.017123215833438,0.345
2018-04-05,-9230.058917819224,999.0066998522334,2.045220048843272,0.305
2018-04-06,-9461.135420716702,994.6693466568779,1.934459259267798,0.31
2018-04-07,-8755.991444241628,1003.65143689032,1.9217060159576371,0.345
2018-04-08,-10103.878718819758,1019.9135678110937,1.8358631699285581,0.32
2018-04-09,-9189.60938635026,1005.4587734893125,2.058781685251667,0.32
2018-04-10,-11326.843789551396,980.6136053587467,1.9160156503031676,0.25
2018-04-11,-9863.13253344396,1013.2771551573562,1.9535906208994256,0.305
2018-04-12,-10524.498490934779,995.4268414594738,2.1130143044366294,0.3
2018-04-13,-10154.762188704824,1013.8622759664895,1.977279203612288,0.3
2018-04-17,1691.5617847359608,1298.5762210264704,2.9559753098731205,0.535
2018-04-18,-11570.521291848181,1009.6786108345825,2.076869547021874,0.27
2018-04-19,-568.0547067202422,1316.9832513335134,2.994563959867702,0.465
2018-04-20,883.4859033333817,1289.4673705435512,3.04989115687754,0.51
2018-04-21,-272.3367647502307,1312.9037612758866,3.103804357611091,0.485
2018-04-22,1135.298930323561,1301.426182552973,3.068305367116037,0.535
2018-04-23,-608.8475282956474,1316.1217789803873,3.0135612792470634,0.48
2018-04-24,-676.9938932821526,1295.1786881704418,2.904895563516502,0.535
2018-04-25,17087.529574944478,1916.4624200309665,4.9126651978372315,0.81
2018-04-26,12201.58973285892,1599.0182451682124,4.026338979360965,0.74
2018-04-27,20746.58679164692,1909.4911712514418,5.054078570998454,0.84
2018-04-28,10776.146428205544,1623.0078755868908,4.000931930880476,0.72
2018-04-29,21812.5928367153,1900.7055981145654,5.1358503945554,0.86
2018-04-30,21630.092203350552,1904.4779552145708,4.8992977804296745,0.875
